Device Type	Client IP address	Clients MAC Address	GatewayName	GatewayID	OrgID	PublicKey	UserNum	Keepalive	EUI64	TunnelStatus
Conduit 246L	192.168.1.165	00-08-00-4a-48-cd	Tompkins County #43	ttn-ithaca-00-08-00-4a-48-cd	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQC5G6y7r4mIrAAZin3mE+F1bIMwQkoj6qO/qjgTRGwpiKMAwWXif7VkH+fPsqVNYeuPAIEa6WrNxNUVTx0D2N/ZEPODTKKybPD/4ni0XRDXMnjSKdH3rzbs2RG/jhrTFCYzLWAgBj7+/LNyicwG2TDWUytAU+4PPOWWSFGN3+vDszxAFoJ5wxB5S/uD9lZdK5GwnCOJQAZqiQkteHu27SPE8b33Rbp0FN4itWWmyVA1Wb/jr2vv0Ei4jTuu2j9ZQqRGufMWIdvEaQrejzfmMuzHW4a0RK1JcyADGOctm7eR8er2ooJKhVQutw3Q5wgo+5kFoXgijb0069R70ccP+/qZ root@mtcdt	20127	40254	00:80:00:00:a0:00:2b:89	OK
Conduit 246L	192.168.1.166	00-08-00-4a-48-ce	Tompkins County #44	ttn-ithaca-00-08-00-4a-48-ce	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQCt2hYV82gxC80kH2I4VJAyIZQ3MGmgP9+yc4fQ06flSGwFvHckfZHCZs9/Jlzn27fg9RYNuLYA8zNExevdedp1qzWtIajF00rIDASyvCMiL/j7jxubSTaWsiGh12MiKrKztL6A6FiwtC6AA1W/TmUWsBda4jHeTRFCutmKuJxtkX+8FrhrV4S/3CSu3MVojHQaf5oQdcVtqCdjAkXE5YwE8h9FRZTZC2Tbwposttyf9MLkFJC6qdsIa6VOq8iFXl6Rw+AMHgfyCOA0I2PzJ6kWB6wxFjUII/BK49TixrEnbUbR/Rfy9bvmCui7SUcuHvjW+3HdBLAstT1YztmBEdhr root@mtcdt	20128	40256	00:80:00:00:a0:00:2b:88	OK
Conduit 246L	192.168.1.167	00-08-00-4a-48-cf	Tompkins County #45	ttn-ithaca-00-08-00-4a-48-cf	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQCcFyXi5EXahPHBmMAAPjfokb30KmFTvtJaMr1qcY2eHJA+Di6VYMdduZ16LsKJwTSA6/mQgq3RWCHU+UaQoNmCPxVfuxOfQzLLErJMAUmwVf6ShjYbDiwcwOKFmrFK86YMp2QEiAy29VKtfAUp946hRoulP3tuSH+HEGthgktzxlKhIlAyKhyiLC19yOQPGgk/9cr5g2XDdH86mRhq0RnWF/81oH5S/Xllzmhz2LVrgQ7leLvn3P4vbm9VhnRgfqes6h99zoegqjXmBhUUh4WuIBq+yOlRu6YN/FUneSZoljZon+/vxwv85m8q8Zjl3I7wn+k2jA2jgBQUGUhjwn5T root@mtcdt	20129	40258	00:80:00:00:a0:00:2b:87	OK
Conduit 246L	192.168.1.168	00-08-00-4a-48-d0	Tompkins County #46	ttn-ithaca-00-08-00-4a-48-d0	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQCtZ9Ig9wyRgGGHCaRBDSVtA4/kODa6XF/4N28FSlXmc1VDDAJCRNtc235zMX8xQdJOqj7vUl6c8A7VEkun3yzhtHmOg13kGEH154h8MyOIx4i3J1KzjqflRpKFKkEbz8kP9AaUVI5GG4lKWmPjHF48HRjLuj1jiwxfq+jVGgLVCH50RhJtIiQXN7Bf/kQc+3qoI/NSqrP/8HP+Mz9kolUEV1A/7HZtzWUpVBk8syq8vdScxTqysDt5VpiRnt/hFqCCR13qXJO9Gv+iNKnf8718aUHXP3uLggEY1TV3d2jIknm8tOIiqsMN5DFW0RYgBgi7yvxdWhlLFyC2kHiRVMcz root@mtcdt	20130	40260	00:80:00:00:a0:00:2b:86	OK
Conduit 246L	192.168.1.175	00-08-00-4a-48-d7	Tompkins County #47	ttn-ithaca-00-08-00-4a-48-d7	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQC94A1p4dFmaczKYJNw4ydJrH02hCUK5rKZM7YrutJrAqSMMMxZhhqmwC4XTg7H0EvCyLpv0tXoIb3fzLrO9riaPzaZVdY8gfo5noKndDXusBdTuM0SFqTLn/cHTm39iGkf4Zj2pfcLGTLIGlnNHvqZAWO/ygCYhU/LDvWDBk/9IsvKXI2zjloVm+hJG4HApZ1FvkwaQtAlFMaLrPY9H5IA3eJJe3wxH43/lPR6HZVl7zuZiUUHpKIfk9KgQyUctEttHr9n72XYIUqAzAnjhKCAe5OK5JqJqBf9W4DVIJzrBuSLvfy0ShgvLHCrMBqHtHJt/b2AGn7VydSGw5KPBqtt root@mtcdt	20131	40262	00:80:00:00:a0:00:2b:79	OK
Conduit 246L	192.168.1.179	00-08-00-4a-48-db	Tompkins County #48	ttn-ithaca-00-08-00-4a-48-db	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDM3ea+PZoFupeJGoXutygAoGuJUtD4i2JaFsrUQy7uVfw633HAohYX7Mx/Lw+HkGeHnpjEXyYdD+hHTSZ3WFI77IKYYXih3X3rrx391L4amwht1sHibxnTfcCQrkes41j3wJgFv3HA3NMSC0gQiQjTGGf8XkxaQcA3SHOLKjpbXoPPczGypHNasD9srNMLyA9aYw+yte7VNgCOuYmbJ18xix+6xZ+xFBoO7CdwgwGWCWNyLUJPmx0E60zTuKsPHV0Y9z+Mizoz5HAdprCVhAiRR1wI8rD5GCY3K3mN5j+UhDfdbKYKEXTJlqGQLCf/fT13HdZm/YVfZvVxcAG5iWbl root@mtcdt	20132	40264	00:80:00:00:a0:00:2b:85	OK
Conduit 246L	192.168.1.181	00-08-00-4a-48-dd	Tompkins County #49	ttn-ithaca-00-08-00-4a-48-dd	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDlikPWXg4eNh1tNciA9BpaEJZwf9FheotPYacd0Dl9A2gCSw4aXhwDJeYW8I1eWOHRxvDJh9UPY850j3Q8tJiRQdKRAFbClbQfbc/wcjobnlY1cM8tRKyRcLf1Bhn4zH7XtUbnK+nFLT0H+mN2v3ikP3+fQ2ntK+TyxVDalMOZjcwzU5T2wSaw/W3tC84V/M75n87sbBw5qH9vaYSzoXNluY9YQAdliAMj2JbeZtVPIuORhRyvtpz87DjO4wLzGVlKopWuJ1iNv1l3k3HRUeXI6BUyH6iD3INoO312MoAwpzKUfjv5vBujyZjAxUWZDCBC4URaJioj6b/BGELpjZE9 root@mtcdt	20133	40266	00:80:00:00:a0:00:2b:83	OK
Conduit 246L	192.168.1.182	00-08-00-4a-48-de	Tompkins County #50	ttn-ithaca-00-08-00-4a-48-de	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDhQAW7Ppif5mzB0RLHlc3ZS5Q6FKcoBCkVHzCHLpnFjTisdEIvvK3UMgYZw+mfyPYF2U1px9Lt0t/HPkjR/R1lbo5pN80tu7aqMDIXqyezh82SxdN1X7kycoU1y56T3xv27kb+Snvhv+r6kc8XMOAPo+ax8qNje3ipiNUG/M3ELL8W6Fpf2C6OlTzdm4fvivEucBoIxVQCJqhsdGiWh10MRwcZIbXaC5zhElt/34tkQPeLTKMUleUPXkDufesvsotoKHFBKPdG7TJWuYfv416JldpLJ2FSMwObu5Pgfw29PHTeCL0o4WukBqpdR2Om+JcErYPoLyWBI3OEHkrgtSM9 root@mtcdt	20134	40268	00:80:00:00:a0:00:2b:82	OK
Conduit 246L	192.168.1.183	00-08-00-4a-48-df	Tompkins County #51	ttn-ithaca-00-08-00-4a-48-df	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQCZVv8DQK9qP3SXot5o8Tg9LQye0xxYYF5Gapft8OAJ1Bc8B3YE7EcW2MlB0PnrEiNxSTx2Cb3g4iGE+RQeM7Gl5+M49hOz659x83DcdTMIUcAkhCPyKW53dtnqGx7RZpB5FurRtSBpohRl6tfuDXer2zx8IQALbmrcmzOJpaY7oslMLX7iJQJkMwlD8n/acyK+g0vIshWQpNMHN0WeGRhTJEq40rj1UHZyLm5fgoc+JYZWdMV+Wp+T7bq7Fl4etk2vH2NXIHi/mNoXPs10sfWdRmKV0O65OlPbnQJw+DbP8Olj+2mcBPKwpJtHHW7fRE1b4KNnN3cte0LYGm2lS69T root@mtcdt	20135	40270	00:80:00:00:a0:00:2b:81	OK
