Device Type	Client IP address	Clients MAC Address	GatewayName	GatewayID	OrgID	PublicKey	UserNum	Keepalive	EUI64	TunnelStatus
Conduit 246L	192.168.1.183	00:08:00:4A:3D:03	Tompkins County #19	ttn-ithaca-00-08-00-4a-3d-03	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDdgjoB3eaTVSmYMWrsYFSDIhMT/izq2if6URHgTUXIKs/7wxWohyOG+9u4xcsScX5VzSAy2knkle/91zFA91mEOPZiTixJSiFKt5sHUT9KNeNlcgHD2cs8Fat/9SBYqNCWG08mvJDXmPfAvK8Q4L5z9hXrQoE01e9dcWSzJj+7AyI6FAmJsQXnA7uO2jC1R4Km8DvLty8fGA/FdlvD0V8EJVBVOtgv1sfHho/7pv5Wd7XEi/cXqBn4BU3Vo3/CrcDhkOyavp7OvljQjQl6Y5McijqwPB/pY9cYNxG5cgHw/SqNP0ZR4rN+FbIfG3H3KHVctHqGt/xWSchEBQwPIgj1 root@mtcdt	20032	40064	00:80:00:00:a0:00:20:eb	NG
Conduit 246L	192.168.1.184	00:08:00:4A:3D:04	Tompkins County #20	ttn-ithaca-00-08-00-4a-3d-04	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQCunvJRBV7fixl3xDsYfhbrSTKcEnOQAvZXu0GdwwLlvNjPeO+C0/C2zKxTG5HQYXtS+7IXcGTus9mKadwvJEhN6q36JRS9dedgez4tpyZVzq+gJ0amLXCGqVy3bnjlx5XabJJemFz/4o2cMtna9AtQTw7DlfbmXQD0MDOGfgaq1qt8WcYZTPMjRzRMUsUw2X7GXCOJT1/1Lq5pvg7US8CokyOc70ifScadqzHTPRXHaUT5kMtsiAXq/mghWPvlXWPrJRBGHLU4SYT5si/vD3xWgnO/6Cf7OiYdcewq+VOjMpLfu1Ju2boGY1WWNE0YfP8R/5rwCJnFHBPDlcS4JJsd root@mtcdt	20033	40066	00:80:00:00:a0:00:20:ea	NG
Conduit 246L	192.168.1.185	00:08:00:4A:3D:05	Tompkins County #21	ttn-ithaca-00-08-00-4a-3d-05	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQC2OuCrY9yIj7z3+svPNC7OIGjz7S7//a8TgNiRPauliQkItDXZnKYBjoXLwHAgbV3NOnE4EfRdrwO/RU2wj6+yrCshhqDyumsCOf2JJmtC0m/a86lzYreWQoq05RP/Fss0/n1BAbcJo//Uwtd5fylnPbR61E/M+wpgxFVaevwcLsR8JQ8LLbrsGzfhkKjs9DAiYfxiEwr1Ne2PbitmxmAYTzO7VcLw4x9RLviqe7jkSq01gkN6zsGDjo04wkS4I4HLhgVJZD04qXMP4eh8PtEQeTo4sYfRjggjdhbBe4tliH8yWc+jEtzgjYwF9RdXhY7w5KfdECEWaL3I/6pZ6Y3l root@mtcdt	20034	40068	00:80:00:00:a0:00:20:ee	NG
Conduit 246L	192.168.1.186	00:08:00:4A:3D:06	Tompkins County #22	ttn-ithaca-00-08-00-4a-3d-06	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQC0VnLf4+MK4qYFym5sBkxBdgfGQ/pKq23K0SiYQDzb55krzSwNUHa+fpTAvF7/74/qvuYghtNOb7AYZ0xCs5N+4MsN5JyNdSQXYXaXKyiEaTWv3alWIaCiM5wguu/ndHflTts33Q3gpQBZ2XaPvmKYhAQ6NgH5tgR47de2y96//dOoW2XacZUv7gr+sGAXnxxmLlm86Zg+Q8b7MRwbpvgXdrKlnv4CQXBoNOcY0CVtDi7bn7juZyR81nF62rNjiCx361VTPkvNHXQcssv1P6yBNxW8q1E8m5EDRIjOtKMdrtp8YO7ak06Ihozu5TSVX7S/3iRJSsz1xgkOKhcplF07 root@mtcdt	20035	40070	00:80:00:00:a0:00:20:ed	NG
Conduit 246L	192.168.1.192	00:08:00:4A:3D:0C	Tompkins County #23	ttn-ithaca-00-08-00-4a-3d-0c	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDRcK2JIwpEiDadY+tET8Wnx1ojARKUsEzQnY36tBL6ihEXy18aW5EOr26pwPxgEYMhVyaheVzl7oTiqiW0lvLhElijLkpb0z8t/Jlytr1R/u4MQjI6PR30HY4xbCfKufP6l550O77eYBVhE4eEmDk04rKcTzxhuBEeBsH28pLAJGTPJybpmn33auntsYf2b9qbaeV4AcXFY7tlQsXY5wYIKmhcRaBCf0ZDpN0Kc8yATedd0bAvymG1pkcfEcUIRHx+8WRE8d1frY79xQkXh/lvTLz/aMJPPDj7HqeNBJsdf5Vep61174A/kh3yPEvilt/6LBIyaprT2x4ey58qDBq/ root@mtcdt	20036	40072	00:80:00:00:a0:00:20:dc	NG
Conduit 246L	192.168.1.193	00:08:00:4A:3D:0D	Tompkins County #24	ttn-ithaca-00-08-00-4a-3d-0d	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDOvEtPH4wgc71z6umTUOYm3mdbmjEzy1xz39/Jl05JvedvFtno7B5J6g4cHXtFJkz3N5ZkKuYEQg5uvpqkyficl0fG1Jgms64C5g1/bTXEVTkJmqkzuq/cIkz7URW6zPkqJJY7hRzRCFl0D/EZcojbmWUnAJgd1JQTAVkkse5I4EdOeqGR2IMHMes35EdtlriBWwmsY9i7/o947YLuD3a9TGCG0JF4ulBFTMx3ITm26euhnuCFZcDUimDj1LQcmOEliyijdNCriVolDo+xDc2XxADslerzaFx89XkiWyU+5FSd7Go8NyQEzV3Sar6KniT3g3oQjGuzN93LzTHJFqgz root@mtcdt	20037	40074	00:80:00:00:a0:00:20:db	NG
Conduit 246L	192.168.1.194	00:08:00:4A:3D:0E	Tompkins County #25	ttn-ithaca-00-08-00-4a-3d-0e	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQCfb0qusOXxZUkoL+F7cYAYONa79NOd2zm3k8RU66MIVCd/MD+KmrUYI/iqDlc5hw3eSXmgM1EHkL2y+53a7ew70se1562zrk2fVPYlfMBDhNEVIU/lJ6HKx0NmE9T4DEwA8pq5v+3pra3wYjl5Jvp9O9JYcdWBgBSbf0U6p57UI9jpG7C/QQYR1hR2k+4dljrYu2Xpf5RG9335kwRQcDRUPbY9LJm3FrtjIJDTXugrjKPYaTCsLB+NXYl0qD+havmq2dcio+vhjN4XE3mSq0VRMBwpqv8pEQfEsRIhwVlHn5cuSaRmTw/cDobKEpN8Dif09P0AW5fbkFkY65CB6x7r root@mtcdt	20038	40076	00:80:00:00:a0:00:20:da	NG
Conduit 246L	192.168.1.195	00:08:00:4A:3D:0F	Tompkins County #26	ttn-ithaca-00-08-00-4a-3d-0f	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDIyCiB2H8vU7hHUenN3CndBSQh/9vW011v3OIPkX0PksZh4YgTwzyfXJPZjJBsYSwrgeR//4QIIRSlzq+PHK+871XamirWgJ/FHtNUKMZbkH9BZ0XG5hit8B7pPRQ04FwbIGaajLTClwl1eD/5oQA+F8RDDqCIoJ8bMWhHU+JMjJkek5wvmfEGr941iaxAu2miS4lt/A4KbDxhYqOnBZVg0GthwVKotqZS2RT03FKBuiORFeHIqDGD9kgaDTYZfzNaeGSkuWGNUljUKcwc040+Ho/CTGTdXr1j6jb72Pvl7FUIOTgeaIlivAwJtce0ZGx1U+s7IXfO9EJsLdP3CSmR root@mtcdt	20039	40078	00:80:00:00:a0:00:20:d9	NG
Conduit 246L	192.168.1.207	00:08:00:4A:3D:1B	Tompkins County #27	ttn-ithaca-00-08-00-4a-3d-1b	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDz+pEH4CJYcGodYQBCa01Q/GyfSh3Dl4H9xJWWAwonsknY4tEkr2F0bkfnNivVLEok/oRin27dhwpgw06VFy5vllOQOaVYOWVnRqhK46cs10XAaUO+GEJJYhU48JlKchSu4xQft5L/4UB496yTI/OYxNn74chAS2tHOwvFjkNsXErID0c08NPwuv3AJeHnvfIN9bEiuQtdxvb6Ahp59caDRsRI8U+Qd63E7mL/9qruYxnviCj7Ew0jVUtdEpkmrW8hcIVQHCoU96TtskUuN4OAL3Yvyfoykld+ZIuAbTYACm5Y73dPploVEb9ASLru9kFOMet6iqSjuQS4zQSodNAb root@mtcdt	20040	40080	00:80:00:00:a0:00:20:e1	NG
Conduit 246L	192.168.1.208	00:08:00:4A:3D:1C	Tompkins County #28	ttn-ithaca-00-08-00-4a-3d-1c	ttn-ithaca-gateways	ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQC+2UM77LHs3FXa24HHErrSooXK6Q+GxBzyQZKiWcwBtkeU9j/CXpIZDr0OW9HzgBuAQBVWuP1XuOX9wbeA5GPH9fgmwL1lv52cKXp31aWM1yp1gXZTKD6hh6YRwGvIw/q+x3XOmYURhxypxC2zMk20EKb4mlwvagjCbb5sNxWALTXhZqv2iuIVMNVVqi+lH45cHu0bDzrq0/VYiJI/CrTk74+F4QbO3+WqfDguyI6R1IimnqlGCQjsWl05SC5mIW1sdtFlnwEFJYLov41KSOg3eckraT2eaXk3hcd+biNr5uPymZphzsndoZLzu+juMLbU8fHEseEzSh/AJ9bLllEx root@mtcdt	20041	40082	00:80:00:00:a0:00:20:e0	NG
